genes,SRR2973300,SRR2973301,SRR2973303,SRR2973306,SRR2973307,SRR2973309,SRR2973312,SRR2973314,SRR2973315,SRR2973316,SRR2973317,SRR2973318,SRR2973319,SRR2973320,SRR2973321,SRR2973322,SRR2973323,SRR2973324,SRR2973325,SRR2973326,SRR2973327,SRR2973329,SRR2973330,SRR2973331,SRR2973332,SRR2973333,SRR2973334,SRR2973335,SRR2973337,SRR2973338,SRR2973339,SRR2973340,SRR2973341,SRR2973342,SRR2973343,SRR2973344,SRR2973346,SRR2973347,SRR2973348,SRR2973349,SRR5023449,SRR5023451,SRR5023452,SRR5023537,SRR5023540,SRR5023543,SRR5023544,SRR5023546,SRR5023547,SRR5023554,SRR5023557
NSUN3,1.718431,0,0,0,2.530478,0,0.511975,96.992765,5.885794,34.752392,0,0,17.260555,2.250047,13.056069,0,6.570685,3.206931,32.790654,1.760456,0.651806,0.867457,0,4.483049,0,2.247583,0,3.514644,0,1.443677,7.043464,5.024664,4.768998,13.251206,0.132432,0,0.204194,4.339575,0,0.629004,0.103737,0,0,0,2.449283,0.130163,0,0,86.136756,0,57.244386
NSUN4,0.424303,2.100746,33.072007,2.751979,3.907878,27.879671,2.384232,6.286438,5.692623,1.104508,30.338518,4.620762,7.350145,0.370334,1.661466,6.029958,0.224854,0.667426,0.732251,1.222664,3.992598,1.036352,7.292591,15.467302,0.111932,0,2.864575,2.820992,0.878166,3.017152,4.133963,1.134729,6.596401,2.302265,0.357875,25.6002,12.706234,0.674173,3.30439,2.500436,1.394172,0.880826,0,21.970425,36.355595,2.831488,0,45.091001,0.627837,55.997852,7.73121
NSUN5,0,0,0.380853,0.336765,21.415104,2.628812,1.039759,11.337388,0.862445,0.044536,0.349328,267.193935,0.410034,7.770663,0.404869,0.294426,0.848655,10.850245,2.829197,1.285514,48.927076,4.882485,11.143433,39.487601,64.375803,0,7.044166,4.212472,0,6.006816,0,1.503051,0.307045,0,2.857893,0,59.151356,2.17265,0,109.417884,0.382876,3.879436,0,0,0,0,0,0,0.598318,0,28.01764
NSUN6,7.280286,50.140361,0.462353,29.179579,2.529312,109.543622,2.025574,3.382473,5.384629,6.861441,0,24.882214,0,15.535983,12.704816,8.704628,13.756043,15.44331,59.164515,4.422564,4.385702,7.210761,100.0753,35.534166,6.620903,0.812488,16.786799,11.161585,5.447137,3.885276,0,7.269441,15.498233,22.990381,39.384541,1.340902,4.31906,0,35.220987,25.292346,3.283984,13.020897,25.941688,2.082582,49.60158,15.876192,18.376618,4.157545,12.321027,43.817391,0.713667
NT5C2,21.437995,55.376926,19.775555,32.62475,6.373489,2.702249,10.318698,10.091108,81.797347,19.380066,52.672532,285.572558,31.079263,136.678852,1.466326,3.746572,7.363773,54.144303,52.718682,17.581424,6.50524,12.983127,34.289553,28.821062,108.683425,10.644222,11.127698,46.940815,13.353854,107.608932,36.939245,13.73699,31.514429,67.388169,178.038601,47.977749,62.85501,16.767306,24.870828,64.350612,2.76439,15.991334,0,91.858203,21.010057,195.538503,56.225443,22.385218,0.037967,2.300263,8.563331
NT5C3A,36.680002,0.514077,142.687175,0,39.645947,36.878861,0.412527,2.928325,0,96.12158,0,1.593253,0,279.753326,137.691631,64.338342,91.556959,163.598543,0,0.448808,2.968123,0.553532,20.876974,5.782896,28.431096,0.24915,1.000902,79.747201,57.714373,1.936728,41.696838,64.877033,152.292997,352.913989,8.38063,0,11.523971,0.314685,414.054635,7.353389,1.348418,1.15229,0.836702,5.871844,1.269594,36.875183,40.482659,0,0,2.542228,34.673039
NT5C3B,42.632944,151.28571,7.792988,16.677503,2.992521,0,0,1.409349,3.647826,7.872138,10.121475,0,2.146253,1.649332,0,2.439302,0,12.829437,4.953867,0,0,0,6.841058,1.693119,0,0,4.651567,1.509845,8.145007,0,0,0.000506,5.82106,26.973102,11.790356,8.621878,0,0.74078,2.49985,0,0.146791,0.586974,0,0.468631,23.594046,0,0,0,0,0,0
NT5DC1,61.939101,0.10155,0.052118,1.965136,141.82887,0.130983,235.480956,1.558917,1.509013,1.093818,0.944314,0.471888,0.801222,0,22.075344,33.846902,0,1.959811,0.439378,71.880182,117.387967,0.274734,7.166693,0.1419,5.215447,0,0.197216,136.579315,18.736616,0.055563,0.134436,2.936726,43.344757,5.08998,4.549627,1.096441,41.830486,1.511486,5.295594,104.326315,0.399175,0,0,0,0.059172,0,163.210102,0.024548,0.224078,11.217246,46.808855
NT5DC3,112.649899,2.127664,76.809784,0.587175,1.370141,1.493038,104.193347,35.573115,708.060434,6.350609,32.812588,0.05542,118.737411,2.156885,1.386895,27.574287,1.100721,5.172673,6.568115,0.195817,182.810805,13.70441,1.747248,24.852055,35.803629,5.118822,12.032078,25.188302,5.070946,4.290538,77.508417,1.00848,34.414678,143.567241,43.244517,47.47421,117.657254,16.761818,2.538115,134.91513,5.331286,2.434013,0.111831,0,1.512096,0.036998,0.024584,31.156555,0.042731,0.152953,0.673897
NTAN1,13.257116,1.980429,3.788875,0.878757,17.406221,0.559059,0.280196,2.284114,91.136118,21.355955,0.649106,7.759978,26.316388,13.277331,4.269479,8.771516,4.265015,77.686051,3.559089,10.183475,1.739672,8.420218,5.004934,3.735409,2.086218,0,0.537554,14.106245,10.985137,50.007735,35.689168,0.526644,54.692001,11.844137,0.537814,86.943516,22.296941,0,1.497605,5.012267,0.505803,4.523219,0,0.241017,25.613799,1.36709,0.714039,65.623213,1.22833,5.429312,0.06542
NTMT1,0,0,78.600671,0.575313,3.589248,0,0,47.042841,0,162.716795,127.252228,0,164.689274,0.37002,1.475715,0,0.990964,1.80566,10.965643,0.613257,86.631626,3.33432,101.527615,3.181092,5.383013,1.318292,58.715685,0,0,7.274125,0,21.240319,1.495595,0,0,10.392818,0,0.987226,0,0,0,0.843387,0,0,6.329788,42.594071,0,45.202433,8.714343,19.587235,3.755503
NTNG1,0,0.110546,0.232671,0.107195,0.096697,0.501319,0,0.085273,0,0.098061,0.311061,0.095145,0,0.164031,0,0.088245,0,0,0.136727,0.306929,0.098245,0,0,0,0,0,0.089431,0.095163,0,0,0.599753,0,0,0,0.334082,0.219421,0,0.333361,0.100331,0.096523,0.107731,0.248305,0.037979,0,0.174588,0.05742,0,0.048924,0.102865,0.046752,0.043019
NTPCR,43.471933,2.668109,5.510861,23.396519,32.75947,99.070413,114.446088,7.92311,0.138219,46.478688,15.952908,0,0.339348,235.523879,100.753138,3.918382,0.175636,0.765414,6.109366,7.498017,8.213648,2.203736,90.433339,8.095378,24.139709,0,0.098741,47.384004,14.888358,25.504165,0,0,2.055945,143.56177,24.838118,66.25733,2.409746,0.440766,37.350451,12.18654,0.054369,0,7.181866,64.838592,80.690356,0,446.932745,46.004824,27.438342,17.350249,123.826601
NTRK3,0.105405,1.549077,0.279789,1.0558,1.000347,0.58844,0.144501,0.015918,0.034313,0.163125,0.039585,0,0.287379,0.771778,0.272078,0.561683,0.020176,1.508864,0.782613,2.175866,0.163747,0.55549,1.305287,162.580944,0,8.087513,0.016743,0.173341,0.479769,0,9.926474,3.731397,8.658987,0,0.533827,1.824659,0.835007,0.235544,0.433641,0,0.422568,0,0.007421,1.104513,0.112984,0.599529,0,0,0.052264,0,4.144434
NUAK2,49.670563,0,0,0.421139,1.79793,0,0.207551,0.899565,0,30.107786,11.736117,0,44.701282,0.168993,0.999513,0,0.297038,3.168735,0.141832,0.830751,24.230503,5.274303,68.52278,1.162321,0,9.058121,0.553248,0,0,0.262087,1.350846,3.553481,138.759668,0,0.24744,1.077564,1.180424,0,0.834007,5.928386,29.737498,0,14.104033,1.214249,0.129469,0.470223,0,0,0.155009,0.204925,0
NUB1,17.508973,1.366269,9.30231,44.881982,190.733837,14.955339,48.959708,171.83172,238.520681,239.388971,249.637255,1.768488,111.11697,260.446793,62.222806,69.342315,1.123282,195.900127,9.153525,87.639471,201.731617,1.444187,15.694066,157.067075,95.02583,0.87491,28.331581,3.73126,6.592805,2.182543,45.763914,6.561518,25.422474,1.654978,18.234281,5.422996,7.374803,10.342901,9.162695,1.761635,55.812177,6.002239,5.928905,78.589331,19.78319,67.982017,11.812818,12.051295,327.088947,32.005457,67.828601
NUBP1,3.41022,0,29.232899,264.352746,0,18.308913,8.531105,1.437753,541.082631,0,7.002573,41.290096,0,5.554321,66.825734,23.034962,11.496812,131.705917,5.158648,3.241495,53.753682,0,116.350079,523.920666,168.501539,0,0,444.593324,107.895822,0.679527,0,187.50045,6.851302,33.319182,200.863132,324.003517,46.652485,9.436852,0,3.397729,56.944788,0,252.465995,1.044188,7.853601,0.745329,0.215096,0,79.842875,1.12679,97.947023
NUBP2,169.024054,3.784137,26.862732,5.552468,11.333726,2.69513,56.129561,28.717671,1.878948,23.554218,2.094191,617.284421,0.69845,0,1.319548,38.598626,2.314118,28.262316,4.194304,117.338877,9.827552,59.783902,18.760263,2.896722,0,153.828377,20.297416,0.702487,0.838161,0,0.845606,42.144544,0.45249,0,11.16388,5.816115,8.270077,0.60688,1.863714,56.017382,3.18201,0.915969,145.644915,46.9077,0.215484,113.396203,0,0,0.884068,116.699069,0
NUBPL,0.150458,27.591875,0.471235,13.659689,5.830463,77.216623,2.39298,5.991348,21.668342,13.305349,0.834121,4.736128,96.735348,0.304303,13.879667,34.086956,19.065047,65.365401,16.189255,3.871808,6.183927,152.789217,17.315804,51.690589,22.807178,20.723029,122.192695,127.795448,30.270613,7.401155,7.774743,2.927505,16.74713,49.948672,102.107018,4.454834,90.722971,171.752442,189.914232,105.327541,6.927266,5.90507,2.077814,0,0,1.934673,0.571679,0.371791,24.813627,0.726208,5.555748
NUCB1,21.191687,0,1.391812,98.218159,0,12.577125,11.067552,3.804588,30.585091,85.443623,5.421421,60.627875,18.246078,118.33679,2.279301,11.209836,47.464386,0,6.433961,4.297237,146.346092,0,9.455599,1.240307,2.457249,8.084772,6.74112,51.719078,0,45.243761,14.897172,228.368152,19.460434,48.672942,4.903514,3.188639,2.094941,35.126419,9.801063,35.539625,0,0,24.171552,14.851838,0,58.205156,29.90608,3.65404,0.195837,25.178588,0
NUCB2,115.03842,18.257472,64.82192,4.335024,119.751759,148.153181,117.267583,68.84925,116.756279,21.944173,280.448189,49.443897,64.845109,67.024734,330.709656,50.568303,20.597894,77.357677,17.835846,381.155387,255.761885,211.066993,104.468113,86.554034,291.130709,378.13438,20.627913,277.641191,37.572162,260.181732,143.48793,89.664116,34.574112,191.310837,124.648148,79.476914,45.098827,64.677008,25.494694,275.693211,29.857721,24.806107,8.540068,38.55053,3.124202,6.202282,281.259548,0,242.78978,35.668942,266.421832
NUCKS1,77.929813,28.485488,22.863174,191.264591,11.869279,37.531347,12.81253,4.911609,23.993887,69.19009,6.860392,191.862169,52.352703,20.539244,19.418097,28.777782,134.581001,71.574363,72.756966,10.417617,24.249942,34.627246,26.113256,10.575478,39.395827,186.132496,80.740157,124.390074,19.214894,53.703632,38.685693,25.360458,44.191863,35.151408,42.404146,5.535853,110.740032,6.346477,8.635391,34.639518,12.926441,30.996129,7.734782,10.702448,18.020084,66.819937,29.727062,13.064377,32.859887,13.315834,2.914573
NUDC,40.807501,12.221195,61.582319,4.761481,79.607927,12.942653,25.392972,113.521345,0,17.151107,44.740822,82.931168,9.768647,0.402345,5.333566,57.076076,8.5738,114.166192,114.782667,33.056708,63.212285,34.946553,13.135091,14.109278,115.616477,6.365472,3.876848,26.069512,19.538289,7.314355,3.376095,57.980293,1.80987,33.981296,173.881879,0,128.558889,3.460627,4.87712,1.211345,0,9.635607,42.371963,12.337463,26.604447,32.770505,0.320995,59.603129,0,40.095651,0.744697
NUDCD1,8.844856,0.354479,11.358322,1.462399,18.364681,0,14.632954,3.567549,0,0,0,12.555348,0,11.103057,8.306455,7.976362,0.073379,0,10.567566,4.067274,10.744704,0,4.441756,38.577975,27.586933,0,1.080547,2.016648,0,0.090348,0,94.974497,0.660982,0.341654,31.221747,0,32.265208,0,10.284525,44.362208,1.48463,0,2.88107,11.332357,69.303975,0,1.604358,168.935964,44.962439,4.00376,81.991201
NUDCD2,0.954882,2.601263,10.060283,1.183562,3.013731,8.316601,22.166138,9.684863,0.184962,10.934394,2.091457,0.577568,28.938336,3.47801,32.451313,25.71627,14.219917,11.956505,2.350505,4.494197,0.439208,1.349955,10.946339,0.250668,41.31647,0.214214,59.702694,28.299484,2.11128,60.02381,0.058166,19.000311,14.528346,24.670231,0.819837,0.186065,69.906505,0.450934,0.313624,50.273895,0.657417,1.122907,9.790437,0.021676,13.381447,0.031742,0.384004,2.871211,0.076277,16.378458,3.250071
NUDCD3,9.488693,4.046537,0.069727,9.996992,17.599285,49.017657,39.004361,17.310624,0.904965,145.50315,274.609374,0,0.217701,156.420634,159.521877,205.50882,5.44562,0.585884,54.831523,20.881113,48.258974,241.533311,6.000634,0,1.53978,0.059487,18.550279,0.859579,0.19012,10.270477,2.095131,74.979884,94.564571,136.223088,4.731185,39.303967,1.865269,8.932439,87.827847,0,0.951657,968.038588,9.160544,20.048849,25.332067,17.72017,111.407504,26.900633,38.346563,1.622449,0
NUDT1,221.245468,6.068757,43.340599,7.756602,21.465695,14.183359,10.070405,5.453431,40.397872,0,15.051629,0,13.447994,3.452441,110.158522,23.746401,4.681621,20.577585,61.647384,13.624352,0,0,92.379628,121.583367,181.350624,0,28.069256,102.44562,5.716901,17.261884,102.716408,57.030195,37.768329,61.7562,163.719662,68.886125,4.268106,0,0,0,67.336924,13.289403,5.584585,4.529056,16.005788,0,2.613258,165.413045,3.392481,10.672167,55.688241
NUDT14,0,0,0,6.018778,0,9.871616,0,1.122921,12.724762,0,3.204091,0,9.290219,4.784178,16.223485,0,0,26.773903,1.822125,7.060673,1.190173,34.653791,89.982454,0,11.858159,0,0,1.134911,2.59839,0,0,6.050611,5.49858,9.445038,2.144152,34.187103,0,13.304807,0,28.531451,1.237676,0,0,0,0,0,0.224518,0,0,0.607751,0
NUDT15,4.007565,0.787067,2.197201,0,4.138995,0,0.204844,0,0,0,0,0,0.310285,0.166393,10.780247,28.858392,0.436381,1.924552,1.206483,1.961951,0,0,0.312189,0.784984,0.862448,0,0,3.203941,0.951692,1.454944,0,80.753603,1.210261,8.586228,129.192424,0.443548,0,2.886336,15.080496,8.02775,27.976086,0,35.451693,0,50.391509,29.26121,80.447048,6.660233,0,3.329496,137.113384
NUDT16L1,164.031369,0,124.494518,1.375002,54.898584,0,0,3.909817,0,0,25.601121,78.840592,0,2.979603,0,48.279766,14.38514,53.370139,0,3.647267,1.665111,0,45.529027,1.376087,0,27.574367,1.248086,81.926394,0,0,0,74.13629,8.480655,109.058029,75.224021,0,0,0,0.847603,0,0,0,0,0,9.866144,0,10.416108,0,0,0,0
NUDT19,101.594206,3.249609,125.505034,0,5.230109,2.322491,48.097524,31.168144,0.741726,0.596486,48.11166,50.097735,2.856199,0.928373,1.495817,58.9689,12.260613,143.550814,76.400141,1.490508,12.945051,0.250758,3.774445,1.671913,168.353024,0,2.315321,37.41119,5.344773,1.306564,126.364291,1.876722,21.432868,5.720135,29.013349,3.772646,18.111555,0.455154,1.189769,26.40092,0.319195,0.34908,0.084257,859.436712,460.595713,706.099869,61.11365,393.573248,304.926557,218.938534,391.860932
NUDT21,20.487718,10.770721,21.620317,1.544079,101.228327,114.632193,22.405642,51.958884,50.309026,52.659647,472.064204,30.694351,23.551896,205.165049,46.132225,67.985754,21.905119,16.491595,1.035642,19.926227,158.619887,438.002149,16.358153,15.343774,19.411908,18.241618,4.249928,15.163147,0.08209,20.50364,364.644182,55.556882,32.013956,33.595559,24.970636,65.846189,48.486227,6.037646,153.329756,10.854083,7.163788,312.215129,0.723136,87.079653,44.609657,1.657424,0.70353,13.659135,6.388575,52.411668,75.647723
NUDT22,0.439735,0.558928,0.839533,0,1.015966,9.159493,0.399371,6.651765,0,39.940233,1.528393,0,3.182317,6.569694,0.92151,2.279882,3.558298,1.338648,4.79656,0.404051,27.42805,1.534494,3.820612,2.361519,4.293821,0.146836,1.828528,119.38768,1.615965,0.613794,4.536757,3.096723,6.753147,3.903625,168.445979,0,0,1.084254,0.963157,1.086835,0,0.309383,0,10.866458,0.429891,0,16.599515,0,1.036508,7.832967,111.188243
NUDT5,8.968923,1.048978,7.404665,10.837757,93.277884,2.386884,203.282409,53.199158,0,0,0,16.847239,13.747564,39.183539,116.747898,8.19361,22.997104,46.86791,0,67.571588,103.039713,0.140537,44.417554,35.080297,175.267774,0,49.297862,35.121242,0.772973,160.521012,431.948226,0,115.682842,66.971681,24.394561,43.007063,0,0,0,183.37712,0,0.773673,1.127542,23.370381,93.67847,4.325068,267.525975,71.202566,200.14012,119.456473,108.979806
NUDT6,0.441984,0,28.097286,0,0.199254,1.611448,0.59007,0.815977,0.178521,0,0.84316,0,0.087796,0,0,0.556914,0.141984,1.070926,0.833419,0.962231,49.415481,0,1.678293,1.902695,0,0,0.124096,0.333977,0.404169,0.256213,0.839362,5.07393,0.169168,0.458993,0.309344,0.246025,0.132369,0.294348,2.623022,0.06466,0.298922,0,0.058016,0,0.217811,0.081205,0.120498,0,0,0,0
NUDT9,37.112293,0.693558,93.654355,30.141606,109.671467,15.532935,16.866245,17.544473,12.444778,9.738233,133.360824,17.151045,0.580122,63.707861,37.029267,34.646435,36.576347,8.370252,3.823196,13.930701,6.398047,142.360303,4.480283,10.36862,144.883189,3.712673,0.925166,2.248391,9.024056,65.215981,308.837698,28.956255,48.259728,9.686925,567.062501,24.038358,9.934792,4.003759,11.972751,3.160568,0.222107,0.101509,7.515612,0.470558,40.982999,3.231153,0,0,70.086665,96.004088,5.404474
NUFIP2,1.950016,22.906125,207.294149,12.772211,63.84129,7.129874,67.165347,21.422358,128.234166,38.715613,67.355909,33.3244,52.889914,15.691656,30.524025,29.63228,15.233096,57.492388,26.793763,39.556233,17.121405,10.106478,44.563229,153.230436,24.537554,198.176521,37.843375,20.957979,166.840141,42.170219,77.521393,17.837675,46.333532,27.418349,32.298811,25.959052,31.150303,26.585398,3.542843,104.257088,3.15326,1.701077,0.176714,61.25892,31.53949,0.017143,0.013149,1.925923,0.219936,9.514159,0
NUGGC,2.636855,0.227689,0.162937,1.650957,2.713233,0.28599,1.037304,0.159044,6.674317,0.666278,0.990602,3.794432,1.022862,1.061574,1.928852,1.35025,0.165835,2.487249,1.817424,0.991156,0.668033,0.502355,1.040691,2.252473,1.712573,0,2.301568,1.269267,2.304912,0.729348,3.303016,1.542106,1.113434,1.131122,4.366214,6.948027,0.764476,3.247787,0.197314,2.207597,0.303939,1.010886,0.05608,0.067775,0.237594,0.868748,0,0,0,0.124926,0
NUMA1,21.468039,26.874142,4.431024,3.366824,52.509878,101.520016,2.088967,10.680949,81.31132,1.316957,7.169503,43.467637,60.212133,17.795962,0.264314,10.109343,8.198188,149.860418,100.021016,10.237921,0,65.765547,24.848753,2.779163,37.943153,8.343842,23.371362,39.648668,46.661557,5.786411,12.367719,8.164255,2.903122,45.17613,31.873601,124.013069,4.748408,21.957961,74.989086,47.005277,4.508344,0.022632,13.144173,5.37828,8.635849,39.154715,2.007177,0.671282,24.425068,2.101584,0
NUMB,4.086038,1.689956,85.829181,0.124599,42.946328,46.109838,0,17.967136,225.748089,17.632809,13.559684,1.809851,5.278584,2.104357,7.886625,105.783204,2.773303,0.691106,10.296392,10.128403,0,13.386728,35.351885,54.454277,29.087631,325.507075,0.816726,118.118175,3.008628,32.877832,3.67813,5.841118,70.669455,233.126935,2.715022,72.53435,124.49424,71.383273,1.738379,3.96141,4.586511,0.537853,0.394275,27.109478,75.85071,0.524542,12.538226,3.057017,124.99334,44.581759,44.625313
NUMBL,2.861388,5.557849,1.606156,2.765599,0.841686,23.659805,0.785742,1.537643,0,1.065422,3.839276,0.157305,1.884404,0.237071,3.521128,0.267033,0.329382,0.806245,1.109633,2.354582,2.915178,2.869615,5.512793,15.091112,0.251919,4.20829,3.976228,1.480263,1.345448,17.502043,5.89521,0.420305,0.830541,1.509449,2.24773,4.435004,11.795572,1.02026,0.308667,0.563683,3.865062,0.166424,0,0.665058,0.694936,0.173596,1.2596,0.063951,0.088189,0.120389,6.125993
NUP107,8.44672,0.730387,22.90604,10.264277,50.216671,10.302858,47.666661,3.272634,0.108701,85.517835,1.150152,1.173102,156.545023,5.244459,50.998688,66.646896,0.168474,0.434171,23.103543,2.356387,8.085558,18.235249,1.783148,0.339459,61.185194,1.142409,0.05254,68.546496,0.141267,4.124964,72.451166,43.830005,0.643476,148.083131,70.951604,95.433892,141.036436,0.527705,38.768981,23.745153,0.925177,3.448765,0.426692,27.903756,44.800809,0.108785,67.32926,0.071462,2.080564,0,0
NUP133,2.534,4.188077,0,14.314666,102.411275,9.183175,4.132942,18.944827,0.418332,1.441047,0.079867,136.134871,0.738857,2.314343,180.781545,19.038082,0,1.023876,2.356723,5.159534,2.565923,50.66144,11.089635,0,13.931606,0,0.2689,17.355872,3.774616,5.22685,40.064734,42.946038,3.195047,0,72.329183,0,58.86177,0,0.156595,31.870467,2.691116,72.304622,0,0.340913,24.346975,3.090108,11.024592,0.746725,0.486011,7.325158,0
NUP153,23.539805,12.104808,45.711581,9.935631,38.493582,17.149379,3.205003,1.175223,6.557125,3.754303,49.191663,34.753306,4.079919,11.57118,3.699875,63.026852,83.276286,116.748794,9.47957,8.351248,2.149996,7.738659,11.576301,22.457996,0.077989,2.644345,47.342097,2.593946,14.394616,1.730048,16.65429,28.676868,27.109227,2.446131,30.25476,2.333778,15.141551,14.369942,6.527236,8.537194,1.393496,0.047056,3.46779,0,1.028333,0,0.28167,0,1.165998,2.077698,0
NUP155,27.824083,4.000702,18.85032,6.176377,43.327251,15.59274,9.297512,5.336934,3.963125,24.107584,9.026101,35.447293,18.0049,1.52405,14.104055,29.385854,29.030016,1.797512,5.11395,6.096972,24.826066,3.411362,25.865141,14.268232,7.194555,0.346382,39.489317,49.807288,0.490225,9.907274,2.508048,3.416711,15.123074,20.397454,86.219962,8.194687,0.873675,0.177564,1.67935,11.607192,1.257426,0.212444,26.566109,0.72928,9.232606,0.158241,0.818793,39.576446,20.762387,3.757475,1.256536
NUP160,64.917425,1.952313,68.136428,3.763023,73.016677,1.504692,0,0.788891,0.831228,58.252482,0,0,8.727731,13.128787,0,2.214696,12.485891,88.64918,0,2.46526,0.489222,88.435229,5.467244,10.859748,34.559304,0.289597,12.569805,0.151973,7.43916,16.065832,13.601249,3.63148,5.549488,15.508158,4.165355,2.965889,0.080127,93.329344,14.712857,0,2.206974,1.071534,0,8.76201,14.994638,51.519222,0.037277,0.079577,0.027643,1.996744,0.459422
NUP188,0.092743,0.312073,2.904786,0,2.404941,21.048159,0.948599,3.335234,0,0.083726,41.046564,0.167955,0,0.484489,6.385705,2.359854,0.39027,8.686904,2.371687,18.237103,29.106761,0,44.744054,2.757912,0,0.175798,41.206253,1.73486,3.157128,0.235344,3.102554,0.82157,4.477365,16.378899,31.164978,2.045158,0,0.091079,1.798482,7.73165,0.682799,4.056023,0.121173,47.150253,6.280182,0,0.078055,0,0.027005,0,0
NUP205,12.00499,20.232684,19.908069,9.646867,6.242958,0.100077,0.169636,18.737706,0,73.407484,0,0,2.433268,0,0,18.409799,4.248138,7.574841,0,0.377909,1.737194,11.033064,0.308506,23.689047,26.872186,0,0,1.677761,10.859615,2.247221,0,46.916015,20.098679,0,0,20.882659,0,368.353751,0,54.126912,26.450408,0.605313,0.585559,0.032261,28.725645,11.806036,0.054468,87.101042,0,18.67749,24.575928
